기관코드,전체기관명,최하위기관명
7006880,성균관대학교 자과캠학부[대학] 약학부,약학부
7006881,성균관대학교 자과캠학부[대학] 약학부 임상약학대학원,임상약학대학원
7006882,성균관대학교 자과캠학부[대학] 약학부 약학부행정실,약학부행정실
7006883,성균관대학교 자과캠학부[대학] 생명공학부,생명공학부
7006884,성균관대학교 자과캠학부[대학] 생명공학부 유전공학전공,유전공학전공
7006885,성균관대학교 자과캠학부[대학] 생명공학부 바이오메카트로닉스전공,바이오메카트로닉스전공
7006886,성균관대학교 자과캠학부[대학] 생명공학부 식품생명공학전공,식품생명공학전공
7006887,성균관대학교 자과캠학부[대학] 생명공학부 생명공학부행정실,생명공학부행정실
7006888,성균관대학교 자과캠학부[대학] 스포츠과학부,스포츠과학부
7006889,성균관대학교 자과캠학부[대학] 스포츠과학부 스포츠과학전공,스포츠과학전공
7006890,성균관대학교 자과캠학부[대학] 스포츠과학부 스포츠과학부행정실,스포츠과학부행정실
7006891,성균관대학교 자과캠학부[대학] 의과대학,의과대학
7006892,성균관대학교 자과캠학부[대학] 의과대학 의학과,의학과
7006893,성균관대학교 자과캠학부[대학] 의과대학 임상간호대학원,임상간호대학원
7006894,성균관대학교 자과캠학부[대학] 의과대학 의과대학행정실,의과대학행정실
7006895,성균관대학교 자과캠학부[대학] 자연과학공학계열학부,자연과학공학계열학부
7006896,성균관대학교 자과캠학부[대학] 자연과학공학계열학부 자과캠계열학부행정실,자과캠계열학부행정실
7006897,성균관대학교 자과캠학부[대학] 과학기술대학원,과학기술대학원
7006898,성균관대학교 자과캠학부[대학] 과학기술대학원 과학기술대학원행정실,과학기술대학원행정실
7006899,성균관대학교 일반대학원,일반대학원
7006900,성균관대학교 대학부속기관,대학부속기관
7006901,성균관대학교 대학부속기관 체육실,체육실
7006902,성균관대학교 대학부속기관 체육실 체육실행정부서,체육실행정부서
7006903,성균관대학교 대학부속기관 성대신문사,성대신문사
7006904,성균관대학교 대학부속기관 대학언론사무국,대학언론사무국
7006905,성균관대학교 대학부속기관 성균타임즈사,성균타임즈사
7006906,성균관대학교 대학부속기관 성대방송국,성대방송국
7006907,성균관대학교 대학부속기관 출판부,출판부
7006908,성균관대학교 대학부속기관 출판부 출판부행정부서,출판부행정부서
7006909,성균관대학교 부설연구기관,부설연구기관
7006910,성균관대학교 부설연구기관 건축.조경및토목공학연구소,건축.조경및토목공학연구소
7006911,성균관대학교 부설연구기관 게임기술개발지원센터,게임기술개발지원센터
7006912,성균관대학교 부설연구기관 경기의약연구센터,경기의약연구센터
7006913,성균관대학교 부설연구기관 경영연구소,경영연구소
7006914,성균관대학교 부설연구기관 고분자기술연구소,고분자기술연구소
7006915,성균관대학교 부설연구기관 과학기술연구소,과학기술연구소
7006916,성균관대학교 부설연구기관 공연예술연구소,공연예술연구소
7006917,성균관대학교 부설연구기관 교육연구소,교육연구소
7006918,성균관대학교 부설연구기관 국가경영전략연구소,국가경영전략연구소
7006919,성균관대학교 부설연구기관 국제정보정책.전자정부연구소,국제정보정책.전자정부연구소
7006920,성균관대학교 부설연구기관 기계기술연구소,기계기술연구소
7006921,성균관대학교 부설연구기관 기능성약물전달체연구사업팀,기능성약물전달체연구사업팀
7006922,성균관대학교 부설연구기관 기술혁신센터,기술혁신센터
7006923,성균관대학교 부설연구기관 기초과학연구소,기초과학연구소
7006924,성균관대학교 부설연구기관 나노튜브및나노복합구조연구센터,나노튜브및나노복합구조연구센터
7006925,성균관대학교 부설연구기관 대동문화연구원,대동문화연구원
7006926,성균관대학교 부설연구기관 마이크로시스템연구소,마이크로시스템연구소
7006927,성균관대학교 부설연구기관 무역연구소,무역연구소
7006928,성균관대학교 부설연구기관 문화철학연구소,문화철학연구소
7006929,성균관대학교 부설연구기관 분자치료연구센터,분자치료연구센터
7006930,성균관대학교 부설연구기관 미래가전연구센터,미래가전연구센터
7006931,성균관대학교 부설연구기관 비교법연구소,비교법연구소
7006932,성균관대학교 부설연구기관 사회과학연구소,사회과학연구소
7006933,성균관대학교 부설연구기관 산업설비안전성평가연구센터,산업설비안전성평가연구센터
7006934,성균관대학교 부설연구기관 산업전자응용연구소,산업전자응용연구소
7006935,성균관대학교 부설연구기관 생명공학연구소,생명공학연구소
7006936,성균관대학교 부설연구기관 생산기술연구소,생산기술연구소
7006937,성균관대학교 부설연구기관 생활과학연구소,생활과학연구소
7006938,성균관대학교 부설연구기관 서베이리서치센터,서베이리서치센터
7006939,성균관대학교 부설연구기관 세포분열조절단백질연구단,세포분열조절단백질연구단
7006940,성균관대학교 부설연구기관 약학연구소,약학연구소
7006941,성균관대학교 부설연구기관 언론정보문화연구소,언론정보문화연구소
7006942,성균관대학교 부설연구기관 유교문화연구소,유교문화연구소
7006943,성균관대학교 부설연구기관 유비쿼터스컴퓨팅기술연구소,유비쿼터스컴퓨팅기술연구소
7006944,성균관대학교 부설연구기관 응용심리연구소,응용심리연구소
7006945,성균관대학교 부설연구기관 응용통계연구소,응용통계연구소
7006946,성균관대학교 부설연구기관 인문과학연구소,인문과학연구소
7006947,성균관대학교 부설연구기관 인체구조영상화신기술개발센터,인체구조영상화신기술개발센터
7006948,성균관대학교 부설연구기관 정보관리연구소,정보관리연구소
7006949,성균관대학교 부설연구기관 정보보호인증기술연구센터,정보보호인증기술연구센터
7006950,성균관대학교 부설연구기관 정보통신기술연구소,정보통신기술연구소
7006951,성균관대학교 부설연구기관 차세대컴퓨터기술연구소,차세대컴퓨터기술연구소
7006952,성균관대학교 부설연구기관 지능시스템연구센터,지능시스템연구센터
7006953,성균관대학교 부설연구기관 진공및반도체기술연구소,진공및반도체기술연구소
7006954,성균관대학교 부설연구기관 체력과학연구소,체력과학연구소
7006955,성균관대학교 부설연구기관 플라즈마응용표면기술연구센터,플라즈마응용표면기술연구센터
7006956,성균관대학교 부설연구기관 한국산업연구소,한국산업연구소
7006957,성균관대학교 부설연구기관 환경연구소,환경연구소
7006958,성균관대학교 부설연구기관 두뇌한국21사업단,두뇌한국21사업단
7006959,성균관대학교 부설연구기관 경제교육연구단,경제교육연구단
7006960,성균관대학교 부설연구기관 아동교육연구단,아동교육연구단
7006961,성균관대학교 부설연구기관 21세기직업세계연구인력양성교육연구단,21세기직업세계연구인력양성교육연구단
7006962,성균관대학교 부설연구기관 동아시아유교문화권교육연구단,동아시아유교문화권교육연구단
7006963,성균관대학교 부설연구기관 NT교육연구단,NT교육연구단
7006964,성균관대학교 부설연구기관 의학연구소,의학연구소
7006965,성균관대학교 부설연구기관 미디어문화콘텐츠연구소,미디어문화콘텐츠연구소
7006966,성균관대학교 부설연구기관 전기에너지신기술연구센터,전기에너지신기술연구센터
7006967,성균관대학교 부설연구기관 국가브랜드경영연구소,국가브랜드경영연구소
7006968,성균관대학교 부설연구기관 사회복지연구소,사회복지연구소
7006969,성균관대학교 부설연구기관 비판적사고와문화연구소,비판적사고와문화연구소
7006970,성균관대학교 부설연구기관 현대중국연구소,현대중국연구소
7006971,성균관대학교 부설연구기관 무배출형환경설비지원센터,무배출형환경설비지원센터
7006972,성균관대학교 부설연구기관 공연영상문화연구소,공연영상문화연구소
7006973,성균관대학교 부설연구기관 경제연구소,경제연구소
7006974,서울대학교 지원시설 산학협력단,산학협력단
7006976,전주교육대학교 산학협력단,산학협력단
7006977,청주과학대학 교학과,교학과
7006978,청주과학대학 산학협력단,산학협력단
7006979,경상대학교 농.수의과대학통합행정실,농.수의과대학통합행정실
7006980,경상대학교 법.경.사회과학대학통합행정실,법.경.사회과학대학통합행정실
7006981,광주교육대학교 산학협력단,산학협력단
7006983,공주대학교 학생생활관,학생생활관
7006986,공주대학교 산업과학대학 학생생활관분관,학생생활관분관
