기관코드,전체기관명,최하위기관명
7006189,동신대학교 부속기관 평생교육원,평생교육원
7006190,동신대학교 부속기관 평생교육원 평생교육원교학과,평생교육원교학과
7006191,동신대학교 부속기관 교육미디어센터,교육미디어센터
7006192,동신대학교 부속기관 문화박물관,문화박물관
7006193,동신대학교 부속기관 보건진료소,보건진료소
7006194,동신대학교 부속기관 학생생활상담소,학생생활상담소
7006195,동신대학교 부속기관 출판부,출판부
7006196,동신대학교 부속기관 산학기술협력원,산학기술협력원
7006197,동신대학교 부속기관 산학기술협력원 산학기술협력원사무국,산학기술협력원사무국
7006198,동신대학교 부속기관 언어교육원,언어교육원
7006199,동신대학교 부설연구소,부설연구소
7006200,동신대학교 부설연구소 지역개발연구소,지역개발연구소
7006201,동신대학교 부설연구소 공업기술연구소,공업기술연구소
7006202,동신대학교 부설연구소 기초과학연구소,기초과학연구소
7006203,동신대학교 부설연구소 환경연구소,환경연구소
7006204,동신대학교 부설연구소 인문사회과학연구소,인문사회과학연구소
7006205,동신대학교 부설연구소 보석개발연구원,보석개발연구원
7006206,동신대학교 부설연구소 여성문화연구소,여성문화연구소
7006207,동신대학교 부설연구소 디지털영상매체기술혁신연구센터,디지털영상매체기술혁신연구센터
7006208,동신대학교 부설연구소 실버산업연구소,실버산업연구소
7006209,동신대학교 부설연구소 생물자원산업화지원센터,생물자원산업화지원센터
7006210,동신대학교 부설연구소 동북아연구소,동북아연구소
7006211,동신대학교 부설연구소 멀티미디어컨텐츠연구센터,멀티미디어컨텐츠연구센터
7006212,동신대학교 부설연구소 Eco도시건축연구소,Eco도시건축연구소
7006213,동신대학교 학군단,학군단
7006214,동신대학교 예비군대대,예비군대대
7006215,서울산업대학교 에너지환경대학원,에너지환경대학원
7006216,서울산업대학교 산학협력단,산학협력단
7006270,전남대학교 방사선안전관리센터,방사선안전관리센터
7006282,창원대학교 학생처 학생과,학생과
7006285,창원대학교 사무국 시설과,시설과
7006348,가톨릭상지대학 학사운영처,학사운영처
7006349,가톨릭상지대학 행정지원처,행정지원처
7006350,진주교육대학교 부설초등학교,부설초등학교
7006351,목포해양대학교 산학협력단,산학협력단
7006352,목포해양대학교 기숙사,기숙사
7006353,충남대학교 산학협력단,산학협력단
7006354,충남대학교 인문대학,인문대학
7006355,충남대학교 생명과학부,생명과학부
7006356,충남대학교 국제교류원,국제교류원
7006358,제주대학교 학생처 학생복지과,학생복지과
7006360,제주대학교 조형연구센터,조형연구센터
7006361,제주대학교 인공심장BT센터,인공심장BT센터
7006362,부경대학교 환경.해양과학기술연구원 해양산업개발연구소,해양산업개발연구소
7006363,부경대학교 환경.해양과학기술연구원 환경연구소,환경연구소
7006364,부경대학교 환경.해양과학기술연구원 위성정보과학연구소,위성정보과학연구소
7006365,부경대학교 환경.해양과학기술연구원 다이옥신연구센터,다이옥신연구센터
7006366,부경대학교 환경.해양과학기술연구원 지질환경연구소,지질환경연구소
7006367,부경대학교 인문사회과학대학 행정실,행정실
7006368,부경대학교 자연과학대학 행정실,행정실
7006369,부경대학교 경영대학 행정실,행정실
7006370,부경대학교 공과대학 행정실,행정실
7006371,부경대학교 수산과학대학 행정실,행정실
7006373,충남대학교 중소기업협력단,중소기업협력단
7006374,한국철도대학 철도운수경영과,철도운수경영과
7006375,한국철도대학 철도경영정보과,철도경영정보과
7006376,한국철도대학 철도운전기전과,철도운전기전과
7006377,한국철도대학 철도차량기계과,철도차량기계과
7006378,한국철도대학 철도시설토목과,철도시설토목과
7006379,한국철도대학 철도전기제어과,철도전기제어과
7006380,한국철도대학 철도차량전기과,철도차량전기과
7006381,한국철도대학 산학협력단,산학협력단
7006382,공주대학교 산학협력단,산학협력단
7006383,춘천교육대학교 산학협력단,산학협력단
7006386,부경대학교 산학협력단,산학협력단
7006387,부경대학교 산학협력단 산학협력부,산학협력부
7006390,부경대학교 정보전산원,정보전산원
7006393,부경대학교 환경.해양대학,환경.해양대학
7006394,부경대학교 환경.해양대학 해양탐구연구원,해양탐구연구원
7006395,부경대학교 환경.해양대학 행정실,행정실
7006396,부경대학교 수산과학대학 수.해양종합실습센터,수.해양종합실습센터
7006397,한북대학교,한북대학교
7006398,부산대학교 산학협력단,산학협력단
7006399,부산대학교 국제전문대학원,국제전문대학원
7006401,부산대학교 지질 재해.산업자원연구소,지질 재해.산업자원연구소
7006402,부산대학교 선물.금융연구원,선물.금융연구원
7006403,부경대학교 공과대학 부설공학종합실습센터,부설공학종합실습센터
7006404,경상대학교 산학협력단,산학협력단
7006411,창원대학교 창업보육센터,창업보육센터
7006412,진주교육대학교 산학협력단,산학협력단
7006413,경북대학교 자연사박물관,자연사박물관
7006414,서울과학종합대학원대학교,서울과학종합대학원대학교
7006416,전북대학교 생활관,생활관
7006429,전북대학교 과학영재교육원,과학영재교육원
7006430,청심신학대학원대학교,청심신학대학원대학교
7006431,서울대학교,서울대학교
7006432,서울대학교 본부,본부
7006433,서울대학교 본부 총장,총장
7006434,서울대학교 본부 부총장,부총장
7006449,서울대학교 대학,대학
7006450,서울대학교 대학 인문대학,인문대학
7006451,서울대학교 대학 사회과학대학,사회과학대학
7006452,서울대학교 대학 자연과학대학,자연과학대학
7006453,서울대학교 대학 간호대학,간호대학
7006454,서울대학교 대학 경영대학,경영대학
7006455,서울대학교 대학 공과대학,공과대학
7006456,서울대학교 대학 농업생명과학대학,농업생명과학대학
7006457,서울대학교 대학 미술대학,미술대학
7006458,서울대학교 대학 법과대학,법과대학
7006459,서울대학교 대학 사범대학,사범대학
7006460,서울대학교 대학 생활과학대학,생활과학대학
7006461,서울대학교 대학 수의과대학,수의과대학
7006462,서울대학교 대학 약학대학,약학대학
7006463,서울대학교 대학 음악대학,음악대학
7006464,서울대학교 대학 의과대학,의과대학
7006466,서울대학교 대학원,대학원
7006467,서울대학교 대학원 대학원,대학원
7006468,서울대학교 대학원 보건대학원,보건대학원
7006469,서울대학교 대학원 행정대학원,행정대학원
7006470,서울대학교 대학원 환경대학원,환경대학원
7006471,서울대학교 대학원 국제대학원,국제대학원
7006472,서울대학교 지원시설,지원시설
7006477,서울대학교 지원시설 중앙도서관,중앙도서관
7006478,서울대학교 지원시설 중앙도서관 수서정리과,수서정리과
7006479,서울대학교 지원시설 중앙도서관 행정지원팀,행정지원팀
7006480,서울대학교 지원시설 중앙도서관 정보관리과,정보관리과
7006481,서울대학교 지원시설 중앙도서관 사회과학분관,사회과학분관
7006482,서울대학교 지원시설 중앙도서관 경영분관,경영분관
7006483,서울대학교 지원시설 중앙도서관 농학분관,농학분관
7006484,서울대학교 지원시설 중앙도서관 법학분관,법학분관
7006485,서울대학교 지원시설 중앙도서관 치의학분관,치의학분관
7006486,서울대학교 지원시설 중앙도서관 의학분관,의학분관
7006487,서울대학교 지원시설 기초교육원,기초교육원
7006488,서울대학교 부속시설,부속시설
7006489,서울대학교 부속시설 박물관,박물관
7006491,서울대학교 부속시설 학생기숙사,학생기숙사
7006492,서울대학교 부속시설 보건진료소,보건진료소
7006493,서울대학교 부속시설 교수학습개발센터,교수학습개발센터
7006496,서울대학교 부속시설 대학생활문화원,대학생활문화원
7006497,서울대학교 부속시설 언어교육원,언어교육원
7006499,서울대학교 부속시설 기록관,기록관
7006500,서울대학교 부속시설 환경안전원,환경안전원
7006501,서울대학교 부속시설 미술관,미술관
7006502,서울대학교 부설학교,부설학교
7006503,서울대학교 부설학교 사범대학부설고등학교,사범대학부설고등학교
7006504,서울대학교 부설학교 사범대학부설중학교,사범대학부설중학교
7006505,서울대학교 부설학교 사범대학부설여자중학교,사범대학부설여자중학교
7006506,서울대학교 부설학교 사범대학부설초등학교,사범대학부설초등학교
7006507,서울대학교 연구소,연구소
7006508,서울대학교 연구소 인문학연구원,인문학연구원
7006510,서울대학교 연구소 미국학연구소,미국학연구소
7006511,서울대학교 연구소 인지과학연구소,인지과학연구소
7006512,서울대학교 연구소 철학사상연구소,철학사상연구소
7006513,서울대학교 연구소 역사연구소,역사연구소
7006514,서울대학교 연구소 사회과학연구원,사회과학연구원
7006515,서울대학교 연구소 경제연구소,경제연구소
7006516,서울대학교 연구소 언론정보연구소,언론정보연구소
7006517,서울대학교 연구소 국제문제연구소,국제문제연구소
7006518,서울대학교 연구소 심리과학연구소,심리과학연구소
7006519,서울대학교 연구소 사회발전연구소,사회발전연구소
7006520,서울대학교 연구소 국토문제연구소,국토문제연구소
7006521,서울대학교 연구소 여성연구소,여성연구소
7006522,서울대학교 연구소 기초과학연구원,기초과학연구원
7006523,서울대학교 연구소 유전공학연구소,유전공학연구소
7006524,서울대학교 연구소 해양연구소,해양연구소
7006525,서울대학교 연구소 이론물리학연구소,이론물리학연구소
7006526,서울대학교 연구소 미생물연구소,미생물연구소
7006527,서울대학교 연구소 수학연구소,수학연구소
7006528,서울대학교 연구소 생명공학공동연구원,생명공학공동연구원
7006529,서울대학교 연구소 간호과학연구소,간호과학연구소
7006530,서울대학교 연구소 경영연구소,경영연구소
7006531,서울대학교 연구소 노사관계연구소,노사관계연구소
7006532,서울대학교 연구소 경영정보연구소,경영정보연구소
7006533,서울대학교 연구소 증권.금융연구소,증권.금융연구소
7006534,서울대학교 연구소 반도체공동연구소,반도체공동연구소
7006535,서울대학교 연구소 공학연구소,공학연구소
7006536,서울대학교 연구소 신소재공동연구소,신소재공동연구소
7006537,서울대학교 연구소 자동화시스템공동연구소,자동화시스템공동연구소
7006538,서울대학교 연구소 컴퓨터연구소,컴퓨터연구소
7006539,서울대학교 연구소 정밀기계설계공동연구소,정밀기계설계공동연구소
7006540,서울대학교 연구소 뉴미디어통신공동연구소,뉴미디어통신공동연구소
7006541,서울대학교 연구소 에너지자원신기술연구소,에너지자원신기술연구소
7006542,서울대학교 연구소 해양시스템공학연구소,해양시스템공학연구소
7006543,서울대학교 연구소 화학공정신기술연구소,화학공정신기술연구소
7006544,서울대학교 연구소 항공우주신기술연구소,항공우주신기술연구소
7006545,서울대학교 연구소 농업생명과학연구원,농업생명과학연구원
7006547,서울대학교 연구소 조형연구소,조형연구소
7006548,서울대학교 연구소 법학연구소,법학연구소
7006549,서울대학교 연구소 교육종합연구원,교육종합연구원
7006550,서울대학교 연구소 교육연구소,교육연구소
7006551,서울대학교 연구소 스포츠과학연구소,스포츠과학연구소
7006552,서울대학교 연구소 국어교육연구소,국어교육연구소
7006553,서울대학교 연구소 생활과학연구소,생활과학연구소
7006554,서울대학교 연구소 수의과학연구소,수의과학연구소
7006555,서울대학교 연구소 종합약학연구소,종합약학연구소
7006556,서울대학교 연구소 동양음악연구소,동양음악연구소
7006557,서울대학교 연구소 서양음악연구소,서양음악연구소
7006558,서울대학교 연구소 오페라연구소,오페라연구소
7006559,서울대학교 연구소 의학연구원,의학연구원
7006560,서울대학교 연구소 암연구소,암연구소
7006561,서울대학교 연구소 간연구소,간연구소
7006562,서울대학교 연구소 치학연구소,치학연구소
7006563,서울대학교 연구소 보건환경연구소,보건환경연구소
7006564,서울대학교 연구소 한국행정연구소,한국행정연구소
7006565,서울대학교 연구소 정보통신행정연구소,정보통신행정연구소
7006566,서울대학교 연구소 환경계획연구소,환경계획연구소
7006567,서울대학교 연구소 천연물과학연구소,천연물과학연구소
7006568,서울대학교 연구소 국제학연구소,국제학연구소
7006569,서울대학교 기타기관,기타기관
7006570,서울대학교 기타기관 대학신문사,대학신문사
7006571,공주대학교 교수회,교수회
7006572,공주대학교 백제문화원형복원센터,백제문화원형복원센터
7006575,제주대학교 산학협력단,산학협력단
7006576,공주교육대학교 교육지원과,교육지원과
7006577,공주교육대학교 학생지원과,학생지원과
7006578,공주교육대학교 학생생활관,학생생활관
7006581,공주교육대학교 초등교육연구원,초등교육연구원
7006582,공주교육대학교 대학언론사,대학언론사
7006583,공주교육대학교 영재교육원,영재교육원
7006586,나사렛대학교 교목실,교목실
7006587,나사렛대학교 비서실,비서실
7006589,나사렛대학교 건설본부,건설본부
7006590,나사렛대학교 산학협력단,산학협력단
7006591,나사렛대학교 기획처,기획처
7006594,나사렛대학교 교무처,교무처
7006598,나사렛대학교 교무처 교육개발센터,교육개발센터
7006605,나사렛대학교 사무처,사무처
7006616,나사렛대학교 보건진료소,보건진료소
7006619,나사렛대학교 잠재력개발센터,잠재력개발센터
7006623,나사렛대학교 평생교육원,평생교육원
7006625,나사렛대학교 나사렛학술원,나사렛학술원
7006672,충북대학교 산학협력단,산학협력단
7006673,서울산업대학교 서울건설감정연구소,서울건설감정연구소
7006674,서울산업대학교 방식.방수.방재연구소,방식.방수.방재연구소
7006675,서울산업대학교 IT정책연구소,IT정책연구소
7006676,서울산업대학교 철도연구소,철도연구소
7006677,서울산업대학교 나노생산기술연구소,나노생산기술연구소
7006678,서울산업대학교 의료전자연구소,의료전자연구소
7006679,서울산업대학교 청정기술연구소,청정기술연구소
7006681,대구교육대학교 산학협력단,산학협력단
7006682,국제디지털대학교,국제디지털대학교
7006684,한국방송통신대학교 산학협력단,산학협력단
7006685,한경대학교 산학협력단,산학협력단
7006687,경상대학교 학생생활관,학생생활관
7006688,경상대학교 해양과학대학 학생생활관분관,학생생활관분관
7006689,경상대학교 해양과학대학 도서관분관,도서관분관
7006690,목포과학대학 산학협력단,산학협력단
7006691,한국해양대학교 동북아해운항만물류연구센터,동북아해운항만물류연구센터
7006695,한국해양대학교 산학협력단,산학협력단
7006697,한국철도대학 학생지원과,학생지원과
7006699,교육인적자원부 대학교,대학교
7006700,교육인적자원부 전문대학,전문대학
7006701,교육인적자원부 대학원대학교,대학원대학교
7006702,교육인적자원부 원격대학,원격대학
7006703,교육인적자원부 각종학교등,각종학교등
7006704,강릉영동대학 산학협력단,산학협력단
7006706,성균관대학교 총장,총장
7006707,성균관대학교 대학본부,대학본부
7006708,성균관대학교 대학본부 기획조정처,기획조정처
7006709,성균관대학교 대학본부 기획조정처 전략기획팀,전략기획팀
7006710,성균관대학교 대학본부 기획조정처 예산기획팀,예산기획팀
7006711,성균관대학교 대학본부 기획조정처 대학발전추진TF팀,대학발전추진TF팀
7006712,성균관대학교 대학본부 기획조정처 동아시아학술원,동아시아학술원
7006713,성균관대학교 대학본부 기획조정처 동아시아학술원 동아시아학술원행정실,동아시아학술원행정실
7006714,성균관대학교 대학본부 기획조정처 동아시아학술원 존경각행정실,존경각행정실
7006715,성균관대학교 대학본부 교무처,교무처
7006716,성균관대학교 대학본부 교무처 교무팀,교무팀
7006717,성균관대학교 대학본부 교무처 교원인사팀,교원인사팀
7006718,성균관대학교 대학본부 교무처 대학교육개발센터,대학교육개발센터
7006719,성균관대학교 대학본부 교무처 대학교육개발센터 대학교육개발센터행정부서,대학교육개발센터행정부서
7006720,성균관대학교 대학본부 학생처,학생처
7006721,성균관대학교 대학본부 학생처 학생상담센터,학생상담센터
7006722,성균관대학교 대학본부 학생처 학생지원팀,학생지원팀
7006723,성균관대학교 대학본부 학생처 경럭개발센터,경럭개발센터
7006724,성균관대학교 대학본부 학생처 공직진출TF팀,공직진출TF팀
7006725,성균관대학교 대학본부 학생처 인사캠 보건진료소,인사캠 보건진료소
7006726,성균관대학교 대학본부 학생처 자과캠 보건진료소,자과캠 보건진료소
7006727,성균관대학교 대학본부 학생처 기숙사,기숙사
7006728,성균관대학교 대학본부 학생처 양현관,양현관
7006729,성균관대학교 대학본부 학생처 여학생감실,여학생감실
7006730,성균관대학교 대학본부 입학처,입학처
7006731,성균관대학교 대학본부 입학처 입학관리팀,입학관리팀
7006732,성균관대학교 대학본부 총무처,총무처
7006733,성균관대학교 대학본부 총무처 총괄지원팀,총괄지원팀
7006734,성균관대학교 대학본부 총무처 재무팀,재무팀
7006735,성균관대학교 대학본부 대외협력처,대외협력처
7006736,성균관대학교 대학본부 대외협력처 홍보팀,홍보팀
7006737,성균관대학교 대학본부 대외협력처 발전협력팀,발전협력팀
7006738,성균관대학교 대학본부 대외협력처 국제교류교육센터,국제교류교육센터
7006739,성균관대학교 대학본부 대외협력처 성균어학원,성균어학원
7006740,성균관대학교 대학본부 대외협력처 성균어학원 성균어학원행정실,성균어학원행정실
7006741,성균관대학교 대학본부 성대.MIT TF팀,성대.MIT TF팀
7006742,성균관대학교 인문사회과학캠퍼스 부총장,인문사회과학캠퍼스 부총장
7006743,성균관대학교 인문사회과학캠퍼스 부총장 인사캠학무팀,인사캠학무팀
7006744,성균관대학교 인문사회과학캠퍼스 부총장 인사캠관리팀,인사캠관리팀
7006745,성균관대학교 인문사회과학캠퍼스 부총장 인사캠비상계획관,인사캠비상계획관
7006746,성균관대학교 인문사회과학캠퍼스 부총장 학술정보관,학술정보관
7006747,성균관대학교 인문사회과학캠퍼스 부총장 학술정보관 인사캠학술정보팀,인사캠학술정보팀
7006748,성균관대학교 인문사회과학캠퍼스 부총장 학술정보관 인사캠정보지원팀,인사캠정보지원팀
7006749,성균관대학교 인문사회과학캠퍼스 부총장 학술정보관 자과캠학술정보팀,자과캠학술정보팀
7006750,성균관대학교 인문사회과학캠퍼스 부총장 학술정보관 자과캠정보지원팀,자과캠정보지원팀
7006751,성균관대학교 인문사회과학캠퍼스 부총장 정보통신처,정보통신처
7006752,성균관대학교 인문사회과학캠퍼스 부총장 정보통신처 정보통신팀,정보통신팀
7006753,성균관대학교 인문사회과학캠퍼스 부총장 박물관,박물관
7006754,성균관대학교 인사캠학부[대학],인사캠학부[대학]
7006755,성균관대학교 인사캠학부[대학] 유학동양학부,유학동양학부
7006756,성균관대학교 인사캠학부[대학] 유학동양학부 유교철학전공,유교철학전공
7006757,성균관대학교 인사캠학부[대학] 유학동양학부 중국철학전공,중국철학전공
7006758,성균관대학교 인사캠학부[대학] 유학동양학부 한국철학전공,한국철학전공
7006759,성균관대학교 인사캠학부[대학] 유학동양학부 유학대학원,유학대학원
7006760,성균관대학교 인사캠학부[대학] 유학동양학부 유학동양학부행정실,유학동양학부행정실
7006761,성균관대학교 인사캠학부[대학] 유학동양학부 양현재,양현재
7006762,성균관대학교 인사캠학부[대학] 어문학부,어문학부
7006763,성균관대학교 인사캠학부[대학] 어문학부 국어국문학전공,국어국문학전공
7006764,성균관대학교 인사캠학부[대학] 어문학부 영어영문학전공,영어영문학전공
7006765,성균관대학교 인사캠학부[대학] 어문학부 중어중문학전공,중어중문학전공
7006766,성균관대학교 인사캠학부[대학] 어문학부 프랑스어문학전공,프랑스어문학전공
7006767,성균관대학교 인사캠학부[대학] 어문학부 독어독문학전공,독어독문학전공
7006768,성균관대학교 인사캠학부[대학] 어문학부 러시아어문학전공,러시아어문학전공
7006769,성균관대학교 인사캠학부[대학] 어문학부 한문학전공,한문학전공
7006770,성균관대학교 인사캠학부[대학] 어문학부 노어노문학전공,노어노문학전공
7006771,성균관대학교 인사캠학부[대학] 어문학부 비교문화협동과정,비교문화협동과정
7006772,성균관대학교 인사캠학부[대학] 어문학부 번역TESOL대학원,번역TESOL대학원
7006773,성균관대학교 인사캠학부[대학] 어문학부 어문학부행정실,어문학부행정실
7006774,성균관대학교 인사캠학부[대학] 인문학부,인문학부
7006775,성균관대학교 인사캠학부[대학] 인문학부 사학전공,사학전공
7006776,성균관대학교 인사캠학부[대학] 인문학부 철학전공,철학전공
7006777,성균관대학교 인사캠학부[대학] 인문학부 문헌정보학전공,문헌정보학전공
7006778,성균관대학교 인사캠학부[대학] 인문학부 사서교육원,사서교육원
7006779,성균관대학교 인사캠학부[대학] 법과대학,법과대학
7006780,성균관대학교 인사캠학부[대학] 법과대학 법학과,법학과
7006781,성균관대학교 인사캠학부[대학] 법과대학 법과대학행정실,법과대학행정실
7006782,성균관대학교 인사캠학부[대학] 사회과학부,사회과학부
7006783,성균관대학교 인사캠학부[대학] 사회과학부 행정학전공,행정학전공
7006784,성균관대학교 인사캠학부[대학] 사회과학부 정치외교학전공,정치외교학전공
7006785,성균관대학교 인사캠학부[대학] 사회과학부 사회학전공,사회학전공
7006786,성균관대학교 인사캠학부[대학] 사회과학부 신문방송학전공,신문방송학전공
7006787,성균관대학교 인사캠학부[대학] 사회과학부 언론연구반,언론연구반
7006788,성균관대학교 인사캠학부[대학] 사회과학부 심리학전공,심리학전공
7006789,성균관대학교 인사캠학부[대학] 사회과학부 사회복지학전공,사회복지학전공
7006790,성균관대학교 인사캠학부[대학] 사회과학부 인지과학협동과정,인지과학협동과정
7006791,성균관대학교 인사캠학부[대학] 사회과학부 국정관리대학원,국정관리대학원
7006792,성균관대학교 인사캠학부[대학] 사회과학부 국가전략대학원,국가전략대학원
7006793,성균관대학교 인사캠학부[대학] 사회과학부 언론정보대학원,언론정보대학원
7006794,성균관대학교 인사캠학부[대학] 사회과학부 사회복지대학원,사회복지대학원
7006795,성균관대학교 인사캠학부[대학] 사회과학부 사회과학부행정실,사회과학부행정실
7006796,성균관대학교 인사캠학부[대학] 경제학부,경제학부
7006797,성균관대학교 인사캠학부[대학] 경제학부 경제학전공,경제학전공
7006798,성균관대학교 인사캠학부[대학] 경제학부 통계학전공,통계학전공
7006799,성균관대학교 인사캠학부[대학] 경제학부 경제학부행정실,경제학부행정실
7006800,성균관대학교 인사캠학부[대학] 경영학부,경영학부
7006801,성균관대학교 인사캠학부[대학] 경영학부 경영학전공,경영학전공
7006802,성균관대학교 인사캠학부[대학] 경영학부 경영전문대학원,경영전문대학원
7006803,성균관대학교 인사캠학부[대학] 경영학부 경영대학원,경영대학원
7006804,성균관대학교 인사캠학부[대학] 경영학부 경영학부행정실,경영학부행정실
7006805,성균관대학교 인사캠학부[대학] 생활과학부,생활과학부
7006806,성균관대학교 인사캠학부[대학] 생활과학부 가족경영.소비자학전공,가족경영.소비자학전공
7006807,성균관대학교 인사캠학부[대학] 생활과학부 의상학전공,의상학전공
7006808,성균관대학교 인사캠학부[대학] 생활과학부 아동학전공,아동학전공
7006809,성균관대학교 인사캠학부[대학] 생활과학부 의상학과,의상학과
7006810,성균관대학교 인사캠학부[대학] 생활과학부 생활과학대학원,생활과학대학원
7006811,성균관대학교 인사캠학부[대학] 생활과학부 생활과학부행정실,생활과학부행정실
7006812,성균관대학교 인사캠학부[대학] 사범대학,사범대학
7006813,성균관대학교 인사캠학부[대학] 사범대학 교육학과,교육학과
7006814,성균관대학교 인사캠학부[대학] 사범대학 한문교육과,한문교육과
7006815,성균관대학교 인사캠학부[대학] 사범대학 수학교육과,수학교육과
7006816,성균관대학교 인사캠학부[대학] 사범대학 컴퓨터교육과,컴퓨터교육과
7006817,성균관대학교 인사캠학부[대학] 사범대학 역사교육과,역사교육과
7006818,성균관대학교 인사캠학부[대학] 사범대학 교육대학원,교육대학원
7006819,성균관대학교 인사캠학부[대학] 사범대학 사범대학행정실,사범대학행정실
7006820,성균관대학교 인사캠학부[대학] 예술학부,예술학부
7006821,성균관대학교 인사캠학부[대학] 예술학부 디자인학전공,디자인학전공
7006822,성균관대학교 인사캠학부[대학] 예술학부 미술학전공,미술학전공
7006823,성균관대학교 인사캠학부[대학] 예술학부 무용학전공,무용학전공
7006824,성균관대학교 인사캠학부[대학] 예술학부 영상학전공,영상학전공
7006825,성균관대학교 인사캠학부[대학] 예술학부 연기예술학전공,연기예술학전공
7006826,성균관대학교 인사캠학부[대학] 예술학부 공연예술협동과정,공연예술협동과정
7006827,성균관대학교 인사캠학부[대학] 예술학부 디자인대학원,디자인대학원
7006828,성균관대학교 인사캠학부[대학] 예술학부 예술학부행정실,예술학부행정실
7006829,성균관대학교 인사캠학부[대학] 인문사회과학계열학부,인문사회과학계열학부
7006830,성균관대학교 인사캠학부[대학] 인문사회과학계열학부 인사캠계열학부행정실,인사캠계열학부행정실
7006831,성균관대학교 자연과학캠퍼스 부총장,자연과학캠퍼스 부총장
7006832,성균관대학교 자연과학캠퍼스 부총장 학사처,학사처
7006833,성균관대학교 자연과학캠퍼스 부총장 학사처 자과캠학무팀,자과캠학무팀
7006834,성균관대학교 자연과학캠퍼스 부총장 학사처 운용재,운용재
7006835,성균관대학교 자연과학캠퍼스 부총장 학사처 자과캠관리팀,자과캠관리팀
7006836,성균관대학교 자연과학캠퍼스 부총장 학사처 행정지원팀,행정지원팀
7006837,성균관대학교 자연과학캠퍼스 부총장 학사처 자과캠비상계획관,자과캠비상계획관
7006838,성균관대학교 자연과학캠퍼스 부총장 학사처 식물원,식물원
7006839,성균관대학교 자연과학캠퍼스 부총장 학사처 식물원 식물원행정부서,식물원행정부서
7006840,성균관대학교 자연과학캠퍼스 부총장 산학협력단,산학협력단
7006841,성균관대학교 자연과학캠퍼스 부총장 산학협력단 연구지원팀,연구지원팀
7006842,성균관대학교 자연과학캠퍼스 부총장 산학협력단 연구진흥팀,연구진흥팀
7006843,성균관대학교 자연과학캠퍼스 부총장 산학협력단 산학협력팀,산학협력팀
7006844,성균관대학교 자연과학캠퍼스 부총장 산학협력단 공동기기원,공동기기원
7006845,성균관대학교 자연과학캠퍼스 부총장 산학협력단 공동기기원 공동기기원행정실,공동기기원행정실
7006846,성균관대학교 자과캠학부[대학],자과캠학부[대학]
7006847,성균관대학교 자과캠학부[대학] 자연과학부,자연과학부
7006848,성균관대학교 자과캠학부[대학] 자연과학부 물리학전공,물리학전공
7006849,성균관대학교 자과캠학부[대학] 자연과학부 화학전공,화학전공
7006850,성균관대학교 자과캠학부[대학] 자연과학부 생명과학전공,생명과학전공
7006851,성균관대학교 자과캠학부[대학] 자연과학부 수학전공,수학전공
7006852,성균관대학교 자과캠학부[대학] 자연과학부 수학과,수학과
7006853,성균관대학교 자과캠학부[대학] 자연과학부 자연과학부행정실,자연과학부행정실
7006854,성균관대학교 자과캠학부[대학] 정보통신공학부,정보통신공학부
7006855,성균관대학교 자과캠학부[대학] 정보통신공학부 전자전기공학전공,전자전기공학전공
7006856,성균관대학교 자과캠학부[대학] 정보통신공학부 컴퓨터공학전공,컴퓨터공학전공
7006857,성균관대학교 자과캠학부[대학] 정보통신공학부 정보통신대학원,정보통신대학원
7006858,성균관대학교 자과캠학부[대학] 정보통신공학부 정보통신공학부행정실,정보통신공학부행정실
7006859,성균관대학교 자과캠학부[대학] 응용화학부,응용화학부
7006860,성균관대학교 자과캠학부[대학] 응용화학부 화학공학전공,화학공학전공
7006861,성균관대학교 자과캠학부[대학] 응용화학부 고분자시스템공학전공,고분자시스템공학전공
7006862,성균관대학교 자과캠학부[대학] 응용화학부 텍스타일시스템공학전공,텍스타일시스템공학전공
7006863,성균관대학교 자과캠학부[대학] 응용화학부 응용화학부행정실,응용화학부행정실
7006864,성균관대학교 자과캠학부[대학] 금속재료공학부,금속재료공학부
7006865,성균관대학교 자과캠학부[대학] 금속재료공학부 신소재공학전공,신소재공학전공
7006866,성균관대학교 자과캠학부[대학] 금속재료공학부 재료공학전공,재료공학전공
7006867,성균관대학교 자과캠학부[대학] 금속재료공학부 금속공학전공,금속공학전공
7006868,성균관대학교 자과캠학부[대학] 금속재료공학부 재료공학과,재료공학과
7006869,성균관대학교 자과캠학부[대학] 금속재료공학부 금속재료공학부행정실,금속재료공학부행정실
7006870,성균관대학교 자과캠학부[대학] 기계공학부,기계공학부
7006871,성균관대학교 자과캠학부[대학] 기계공학부 기계공학부행정실,기계공학부행정실
7006872,성균관대학교 자과캠학부[대학] 건축.조경및토목공학부,건축.조경및토목공학부
7006873,성균관대학교 자과캠학부[대학] 건축.조경및토목공학부 건축학전공,건축학전공
7006874,성균관대학교 자과캠학부[대학] 건축.조경및토목공학부 건축공학전공,건축공학전공
7006875,성균관대학교 자과캠학부[대학] 건축.조경및토목공학부 조경학전공,조경학전공
7006876,성균관대학교 자과캠학부[대학] 건축.조경및토목공학부 토목환경공학전공,토목환경공학전공
7006877,성균관대학교 자과캠학부[대학] 건축.조경및토목공학부 건축조경및토목공학부행정실,건축조경및토목공학부행정실
7006878,성균관대학교 자과캠학부[대학] 시스템경영공학부,시스템경영공학부
7006879,성균관대학교 자과캠학부[대학] 시스템경영공학부 시스템경영공학부행정실,시스템경영공학부행정실
